frame,side,x,y,z,reach,height,root_rot_z
28,Left,0.31052491068840027,-0.3689384460449219,0.08733908087015152,0.8431211419543937,0.08733908087015152,0.015509643591940403
28,Right,-0.2710803151130676,0.05619976297020912,0.08680157363414764,0.8135138053199626,0.08680157363414764,0.015509643591940403
29,Left,0.30986106395721436,-0.3694336712360382,0.08733738958835602,0.843046647981117,0.08733738958835602,0.01657433807849884
29,Right,-0.27150413393974304,0.056554701179265976,0.08680073916912079,0.8146014993205856,0.08680073916912079,0.01657433807849884
30,Left,0.30942240357398987,-0.36941808462142944,0.08733779937028885,0.8429036840971788,0.08733779937028885,0.0173898097127676
30,Right,-0.2719668447971344,0.05688825249671936,0.08670716732740402,0.8159011745493724,0.08670716732740402,0.0173898097127676
31,Left,0.3091340661048889,-0.3694382607936859,0.08733794838190079,0.8423671704597239,0.08733794838190079,0.017458513379096985
31,Right,-0.2725776433944702,0.05733545869588852,0.0867772251367569,0.8167132332062483,0.0867772251367569,0.017458513379096985
32,Left,0.3088279366493225,-0.369442880153656,0.08733786642551422,0.8414731432110517,0.08733786642551422,0.016434848308563232
32,Right,-0.2733193337917328,0.057857412844896317,0.08661635220050812,0.8170449824628154,0.08661635220050812,0.016434848308563232
33,Left,0.3083004355430603,-0.3696376383304596,0.08734138309955597,0.8408892378430315,0.08734138309955597,0.011638890020549297
33,Right,-0.27491503953933716,0.058951638638973236,0.08679590374231339,0.8172095980036034,0.08679590374231339,0.011638890020549297
34,Left,0.30830737948417664,-0.3694051206111908,0.08733934909105301,0.8407472330604943,0.08733934909105301,-0.0016949010314419866
34,Right,-0.27796420454978943,0.06117205694317818,0.08678748458623886,0.8179611145125876,0.08678748458623886,-0.0016949010314419866
35,Left,0.3073079288005829,-0.3697018325328827,0.08734199404716492,0.840030229181013,0.08734199404716492,-0.030586401000618935
35,Right,-0.280317097902298,0.0608191080391407,0.08632303774356842,0.8186483191730602,0.08632303774356842,-0.030586401000618935
36,Left,0.30667823553085327,-0.3698369562625885,0.08734235167503357,0.8386744232210092,0.08734235167503357,-0.07615288347005844
36,Right,-0.27895599603652954,0.05735735222697258,0.0862543061375618,0.8169375714388929,0.0862543061375618,-0.07615288347005844
37,Left,0.30550456047058105,-0.36994343996047974,0.08734451234340668,0.8369548024307002,0.08734451234340668,-0.1375332623720169
37,Right,-0.2719617187976837,0.051150429993867874,0.08676761388778687,0.8134164089571072,0.08676761388778687,-0.1375332623720169
38,Left,0.3035544753074646,-0.3695891499519348,0.08733712136745453,0.8359049596870307,0.08733712136745453,-0.20997469127178192
38,Right,-0.2666938006877899,0.04292645305395126,0.08664777129888535,0.8116410958555587,0.08664777129888535,-0.20997469127178192
39,Left,0.3010422885417938,-0.3651628792285919,0.08777057379484177,0.8331755986788367,0.08777057379484177,-0.2903003692626953
39,Right,-0.26588761806488037,0.03527655079960823,0.08675769716501236,0.8117235650772455,0.08675769716501236,-0.2903003692626953
40,Left,0.29796236753463745,-0.360867977142334,0.08716722577810287,0.8288412617834222,0.08716722577810287,-0.3795838952064514
40,Right,-0.2648351192474365,0.034239575266838074,0.08675206452608109,0.8106845078182975,0.08675206452608109,-0.3795838952064514
41,Left,0.29158613085746765,-0.36356958746910095,0.09090206027030945,0.8197706249320524,0.09090206027030945,-0.4839046001434326
41,Right,-0.2628283202648163,0.03184434771537781,0.08678663522005081,0.8078073026427192,0.08678663522005081,-0.4839046001434326
42,Left,0.2727168798446655,-0.3742620646953583,0.10012572258710861,0.8036434706115273,0.10012572258710861,-0.6095647215843201
42,Right,-0.26181286573410034,0.030288714915513992,0.08680162578821182,0.8041167636747434,0.08680162578821182,-0.6095647215843201
43,Left,0.23795105516910553,-0.3838275372982025,0.1065167561173439,0.7839750364913483,0.1065167561173439,-0.7584413290023804
43,Right,-0.2629120349884033,0.030259698629379272,0.08679835498332977,0.8004693511319887,0.08679835498332977,-0.7584413290023804
44,Left,0.19883084297180176,-0.37471896409988403,0.1065613329410553,0.764525182516906,0.1065613329410553,-0.918452799320221
44,Right,-0.26444873213768005,0.03068530559539795,0.08676961809396744,0.7983279492719974,0.08676961809396744,-0.918452799320221
45,Left,0.18062619864940643,-0.37420016527175903,0.10788469016551971,0.7499233153250185,0.10788469016551971,-1.0830332040786743
45,Right,-0.2657335698604584,0.031176773831248283,0.08671125769615173,0.8004356842380459,0.08671125769615173,-1.0830332040786743
46,Left,0.17303648591041565,-0.3969337046146393,0.1067754477262497,0.744170775891531,0.1067754477262497,-1.2497260570526123
46,Right,-0.26749151945114136,0.03198294714093208,0.08661212772130966,0.8082923361934047,0.08661212772130966,-1.2497260570526123
47,Left,0.16894660890102386,-0.4312719404697418,0.1027127280831337,0.7465618366581416,0.1027127280831337,-1.4243907928466797
47,Right,-0.2694971263408661,0.03374781087040901,0.08649782836437225,0.8235581154949406,0.08649782836437225,-1.4243907928466797
48,Left,0.16502492129802704,-0.4593786895275116,0.09570208936929703,0.7569147745725506,0.09570208936929703,-1.6228814125061035
48,Right,-0.2723730504512787,0.03836607187986374,0.08878523111343384,0.8480220853432137,0.08878523111343384,-1.6228814125061035
49,Left,0.16187776625156403,-0.475660502910614,0.0872993916273117,0.7697727428358075,0.0872993916273117,-1.8405998945236206
49,Right,-0.27601274847984314,0.04066336899995804,0.10019572824239731,0.8744836437462139,0.10019572824239731,-1.8405998945236206
50,Left,0.15508976578712463,-0.47482120990753174,0.08517618477344513,0.7724936308977258,0.08517618477344513,-2.0693914890289307
50,Right,-0.24748098850250244,0.06261761486530304,0.12913134694099426,0.8851262635473987,0.12913134694099426,-2.0693914890289307
51,Left,0.1537313163280487,-0.467206746339798,0.0863334909081459,0.7735767604885713,0.0863334909081459,-2.3043060302734375
51,Right,-0.11627958714962006,0.05894394963979721,0.15113234519958496,0.8558212233466335,0.15113234519958496,-2.3043060302734375
52,Left,0.1530790477991104,-0.4597807228565216,0.08686911314725876,0.7803473629295209,0.08686911314725876,-2.537182092666626
52,Right,0.05873962491750717,-0.000218220055103302,0.18555322289466858,0.7954119125543527,0.18555322289466858,-2.537182092666626
53,Left,0.15365096926689148,-0.4533573389053345,0.0870698094367981,0.7922665825375312,0.0870698094367981,-2.7721314430236816
53,Right,0.24065063893795013,-0.11738280951976776,0.253505140542984,0.7142758739850134,0.253505140542984,-2.7721314430236816
54,Left,0.15974895656108856,-0.4479842185974121,0.0872262492775917,0.8078735487319978,0.0872262492775917,-2.988532781600952
54,Right,0.3775485157966614,-0.27725860476493835,0.3622142970561981,0.6218895117945096,0.3622142970561981,-2.988532781600952
55,Left,0.15437859296798706,-0.44470080733299255,0.08721651881933212,0.8203593584851799,0.08721651881933212,-3.1789941787719727
55,Right,0.4658268392086029,-0.4525546431541443,0.5032474398612976,0.5334680289149292,0.5032474398612976,-3.1789941787719727
56,Left,0.13699978590011597,-0.4402097165584564,0.08884356915950775,0.8256329606072748,0.08884356915950775,-3.3578286170959473
56,Right,0.5252561569213867,-0.6166680455207825,0.6627416014671326,0.47965777435911106,0.6627416014671326,-3.3578286170959473
57,Left,0.11622263491153717,-0.43389344215393066,0.08832161873579025,0.8287566580219966,0.08832161873579025,-3.5178956985473633
57,Right,0.5616303086280823,-0.7637173533439636,0.8161150217056274,0.47986694188592466,0.8161150217056274,-3.5178956985473633
58,Left,0.10590134561061859,-0.42862480878829956,0.08649580925703049,0.8317074710979497,0.08649580925703049,-3.6582179069519043
58,Right,0.5563510060310364,-0.9007039666175842,0.9375137686729431,0.5088129353734302,0.9375137686729431,-3.6582179069519043
59,Left,0.11339965462684631,-0.4255007207393646,0.0866381898522377,0.8342779059521508,0.0866381898522377,-3.7914042472839355
59,Right,0.4965740442276001,-1.0171648263931274,1.0241107940673828,0.5258177919299198,1.0241107940673828,-3.7914042472839355
60,Left,0.12627601623535156,-0.4329349398612976,0.08625367283821106,0.8369094599237822,0.08625367283821106,-3.9192819595336914
60,Right,0.3935120701789856,-1.096633791923523,1.072691798210144,0.5162272000520525,1.072691798210144,-3.9192819595336914
61,Left,0.13634470105171204,-0.44124892354011536,0.0856637954711914,0.8402283187250694,0.0856637954711914,-4.051489353179932
61,Right,0.2606746554374695,-1.1443222761154175,1.079154133796692,0.48871450681338097,1.079154133796692,-4.051489353179932
62,Left,0.1448403149843216,-0.4510396420955658,0.08514896035194397,0.8446506813454208,0.08514896035194397,-4.19534969329834
62,Right,0.12428562343120575,-1.161167025566101,1.0278048515319824,0.4597637010308694,1.0278048515319824,-4.19534969329834
63,Left,0.15094909071922302,-0.4613357186317444,0.0848771184682846,0.8484661571877472,0.0848771184682846,-4.343130588531494
63,Right,0.014914321713149548,-1.1513018608093262,0.9409582614898682,0.44667369416715086,0.9409582614898682,-4.343130588531494
64,Left,0.15560117363929749,-0.47078248858451843,0.08502181619405746,0.8494780893945597,0.08502181619405746,-4.495456695556641
64,Right,-0.07625646144151688,-1.1334311962127686,0.8489951491355896,0.45780138089311856,0.8489951491355896,-4.495456695556641
65,Left,0.1590595692396164,-0.47922033071517944,0.08535243570804596,0.8493864241015798,0.08535243570804596,-4.6388678550720215
65,Right,-0.15397316217422485,-1.1195646524429321,0.7511868476867676,0.4960378480187767,0.7511868476867676,-4.6388678550720215
66,Left,0.16176381707191467,-0.4869738817214966,0.08570582419633865,0.8480870520320549,0.08570582419633865,-4.7695465087890625
66,Right,-0.21314984560012817,-1.1103941202163696,0.6424662470817566,0.5571134466488681,0.6424662470817566,-4.7695465087890625
67,Left,0.16426873207092285,-0.4944424033164978,0.08602376282215118,0.8462191048627146,0.08602376282215118,-4.889842987060547
67,Right,-0.2583540380001068,-1.1036696434020996,0.5257085561752319,0.632655966201157,0.5257085561752319,-4.889842987060547
68,Left,0.16683198511600494,-0.5018371343612671,0.08614915609359741,0.8447653475578346,0.08614915609359741,-5.00235652923584
68,Right,-0.29043447971343994,-1.098233699798584,0.41270142793655396,0.7096242198002424,0.41270142793655396,-5.00235652923584
69,Left,0.16933698952198029,-0.5091331601142883,0.08610223978757858,0.8445561379028381,0.08610223978757858,-5.110276222229004
69,Right,-0.31311658024787903,-1.0939403772354126,0.31737521290779114,0.7749556274939743,0.31737521290779114,-5.110276222229004
70,Left,0.17143447697162628,-0.5160564184188843,0.08597136288881302,0.8458701980737297,0.08597136288881302,-5.213905334472656
70,Right,-0.32991981506347656,-1.087357759475708,0.24546661972999573,0.8211043305445789,0.24546661972999573,-5.213905334472656
71,Left,0.17347829043865204,-0.5232698321342468,0.08597514778375626,0.846534366879706,0.08597514778375626,-5.32188606262207
71,Right,-0.3413984179496765,-1.0744662284851074,0.18523943424224854,0.8544071285964201,0.18523943424224854,-5.32188606262207
72,Left,0.17566582560539246,-0.5321282744407654,0.08623240143060684,0.8452829653605187,0.08623240143060684,-5.4385151863098145
72,Right,-0.3492448031902313,-1.0560132265090942,0.13009357452392578,0.8805881619819824,0.13009357452392578,-5.4385151863098145
73,Left,0.17675761878490448,-0.5423275232315063,0.08662287890911102,0.841534867801144,0.08662287890911102,-5.561783790588379
73,Right,-0.35774263739585876,-1.0351815223693848,0.09535614401102066,0.8871669623774842,0.09535614401102066,-5.561783790588379
74,Left,0.17647267878055573,-0.5497125387191772,0.08660930395126343,0.8372743564368273,0.08660930395126343,-5.681911468505859
74,Right,-0.3716000020503998,-1.023983359336853,0.0888059064745903,0.8718015015123228,0.0888059064745903,-5.681911468505859
75,Left,0.17505092918872833,-0.5567184090614319,0.08648558706045151,0.830530582980818,0.08648558706045151,-5.802803039550781
75,Right,-0.3822397291660309,-1.0188554525375366,0.08616340160369873,0.8543522725678733,0.08616340160369873,-5.802803039550781
76,Left,0.17324675619602203,-0.5604571104049683,0.08902733027935028,0.8269019801217471,0.08902733027935028,-5.915475845336914
76,Right,-0.38397490978240967,-1.0195138454437256,0.08665651082992554,0.8419366751440184,0.08665651082992554,-5.915475845336914
77,Left,0.17495112121105194,-0.5689932703971863,0.0955418199300766,0.824643028129142,0.0955418199300766,-6.000489234924316
77,Right,-0.38516199588775635,-1.0196589231491089,0.0868009701371193,0.8332400249853548,0.0868009701371193,-6.000489234924316
78,Left,0.1814536601305008,-0.5872857570648193,0.1075214371085167,0.8196136904071913,0.1075214371085167,-6.058753967285156
78,Right,-0.38609158992767334,-1.019492506980896,0.08677991479635239,0.8257481376646149,0.08677991479635239,-6.058753967285156
79,Left,0.19057808816432953,-0.6229920983314514,0.12369244545698166,0.8079218076614829,0.12369244545698166,-6.100337505340576
79,Right,-0.38686633110046387,-1.0192643404006958,0.08675889670848846,0.8193628706841768,0.08675889670848846,-6.100337505340576
80,Left,0.19798073172569275,-0.6819607019424438,0.1394210308790207,0.7923245232486744,0.1394210308790207,-6.132828235626221
80,Right,-0.3875853419303894,-1.0191301107406616,0.08674691617488861,0.8157426975728889,0.08674691617488861,-6.132828235626221
81,Left,0.21068555116653442,-0.7593920230865479,0.14477917551994324,0.7884512513127991,0.14477917551994324,-6.156966209411621
81,Right,-0.3881674110889435,-1.0189088582992554,0.08674469590187073,0.8151789822332672,0.08674469590187073,-6.156966209411621
82,Left,0.23212049901485443,-0.8527423143386841,0.13801440596580505,0.8020225077365501,0.13801440596580505,-6.173062324523926
82,Right,-0.3885529935359955,-1.0187571048736572,0.08675114065408707,0.8154025878514808,0.08675114065408707,-6.173062324523926
83,Left,0.25782310962677,-0.9612401723861694,0.12626875936985016,0.8272781551841257,0.12626875936985016,-6.181809902191162
83,Right,-0.388467401266098,-1.01876699924469,0.0867636501789093,0.8146288965680644,0.0867636501789093,-6.181809902191162
84,Left,0.2810834050178528,-1.0805894136428833,0.11678363382816315,0.8564011737493478,0.11678363382816315,-6.188769340515137
84,Right,-0.38833481073379517,-1.0189188718795776,0.0867711752653122,0.8123402911379661,0.0867711752653122,-6.188769340515137
85,Left,0.29499852657318115,-1.1998368501663208,0.11382701247930527,0.8819053048091309,0.11382701247930527,-6.201739311218262
85,Right,-0.38815778493881226,-1.0190213918685913,0.08675985038280487,0.8090821361426571,0.08675985038280487,-6.201739311218262
86,Left,0.2969217002391815,-1.2994533777236938,0.1125934049487114,0.8981894565340912,0.1125934049487114,-6.223244667053223
86,Right,-0.3881860375404358,-1.0190304517745972,0.08674786984920502,0.8050910894032823,0.08674786984920502,-6.223244667053223
87,Left,0.2883317470550537,-1.364134430885315,0.10369561612606049,0.9063748651840327,0.10369561612606049,-6.25145149230957
87,Right,-0.3886595666408539,-1.019039511680603,0.08674498647451401,0.7996129350844022,0.08674498647451401,-6.25145149230957
88,Left,0.28437966108322144,-1.3833396434783936,0.09042435884475708,0.9006104687055178,0.09042435884475708,-6.284409523010254
88,Right,-0.3896719813346863,-1.0191187858581543,0.08675199002027512,0.7933863111075129,0.08675199002027512,-6.284409523010254
89,Left,0.28455090522766113,-1.3833978176116943,0.08670680224895477,0.8824471122641819,0.08670680224895477,-6.323410511016846
89,Right,-0.39097821712493896,-1.01883065700531,0.08673863857984543,0.7891338956838604,0.08673863857984543,-6.323410511016846
90,Left,0.2851523160934448,-1.3846131563186646,0.0871153473854065,0.8674407709415832,0.0871153473854065,-6.352534294128418
90,Right,-0.3935142755508423,-1.018006682395935,0.08666973561048508,0.7893044838667906,0.08666973561048508,-6.352534294128418
91,Left,0.2856166660785675,-1.3846851587295532,0.08716719597578049,0.8615004524964812,0.08716719597578049,-6.368342399597168
91,Right,-0.39692845940589905,-1.0161960124969482,0.08647101372480392,0.796212064640434,0.08647101372480392,-6.368342399597168
92,Left,0.28569966554641724,-1.3845041990280151,0.08721926063299179,0.86018095154249,0.08721926063299179,-6.375557899475098
92,Right,-0.4007863998413086,-1.0134104490280151,0.08622603118419647,0.8062117971727789,0.08622603118419647,-6.375557899475098
93,Left,0.2855507731437683,-1.3841848373413086,0.08725836873054504,0.8616838715308731,0.08725836873054504,-6.382184028625488
93,Right,-0.404975950717926,-1.0107827186584473,0.08597109466791153,0.8172704136271206,0.08597109466791153,-6.382184028625488
94,Left,0.28563743829727173,-1.3838939666748047,0.08726859092712402,0.864617638118033,0.08726859092712402,-6.387558460235596
94,Right,-0.4086079001426697,-1.0088125467300415,0.08571317046880722,0.8275165552212133,0.08571317046880722,-6.387558460235596
95,Left,0.2860569655895233,-1.3837084770202637,0.08726664632558823,0.8670643792084951,0.08726664632558823,-6.38993501663208
95,Right,-0.4115716516971588,-1.0075457096099854,0.08552480489015579,0.8355527704386696,0.08552480489015579,-6.38993501663208
96,Left,0.28664711117744446,-1.383544683456421,0.08726596087217331,0.8685772151954951,0.08726596087217331,-6.3883843421936035
96,Right,-0.4136549234390259,-1.006806492805481,0.08544645458459854,0.8405442992147077,0.08544645458459854,-6.3883843421936035
97,Left,0.2875269651412964,-1.3834378719329834,0.08727008104324341,0.868794616661569,0.08727008104324341,-6.382417678833008
97,Right,-0.41503095626831055,-1.0068719387054443,0.08550038188695908,0.84247116909729,0.08550038188695908,-6.382417678833008
98,Left,0.2884368300437927,-1.3833742141723633,0.08729098737239838,0.8672026577045796,0.08729098737239838,-6.373839378356934
98,Right,-0.4160248339176178,-1.0079681873321533,0.08567723631858826,0.8411995451221965,0.08567723631858826,-6.373839378356934
99,Left,0.28908711671829224,-1.3833367824554443,0.08731525391340256,0.8643037212700307,0.08731525391340256,-6.3655571937561035
99,Right,-0.41693150997161865,-1.0095058679580688,0.08591800928115845,0.8376437870650418,0.08591800928115845,-6.3655571937561035
100,Left,0.28947195410728455,-1.3833054304122925,0.08732908219099045,0.8616004824645649,0.08732908219099045,-6.360672950744629
100,Right,-0.4183296859264374,-1.010236144065857,0.08605625480413437,0.834629722063492,0.08605625480413437,-6.360672950744629
101,Left,0.2896420359611511,-1.3832379579544067,0.08733628690242767,0.8597160139593235,0.08733628690242767,-6.359017372131348
101,Right,-0.41840308904647827,-1.0112076997756958,0.08617343008518219,0.8319814162262528,0.08617343008518219,-6.359017372131348
102,Left,0.2896486818790436,-1.383147954940796,0.08734063804149628,0.8582875784504015,0.08734063804149628,-6.358639717102051
102,Right,-0.41892626881599426,-1.0113176107406616,0.08621454238891602,0.8306864287878802,0.08621454238891602,-6.358639717102051
103,Left,0.2895432710647583,-1.383075475692749,0.08734101057052612,0.8578029559078727,0.08734101057052612,-6.356006145477295
103,Right,-0.41897204518318176,-1.0108662843704224,0.0862271785736084,0.8304259474688191,0.0862271785736084,-6.356006145477295
104,Left,0.2892817258834839,-1.3830071687698364,0.08734020590782166,0.8580984886982157,0.08734020590782166,-6.351413249969482
104,Right,-0.41941171884536743,-1.0096887350082397,0.08620040118694305,0.8310026282513223,0.08620040118694305,-6.351413249969482
105,Left,0.2891235947608948,-1.3829530477523804,0.08733732998371124,0.8592498276322985,0.08733732998371124,-6.345158100128174
105,Right,-0.418792188167572,-1.009472131729126,0.0861951932311058,0.8312158501169437,0.0861951932311058,-6.345158100128174
106,Left,0.2890893816947937,-1.3829474449157715,0.08733440190553665,0.8600814906381985,0.08733440190553665,-6.338656902313232
106,Right,-0.4186570346355438,-1.0088748931884766,0.08616798371076584,0.8317566427434816,0.08616798371076584,-6.338656902313232
107,Left,0.28919947147369385,-1.3829445838928223,0.0873320996761322,0.8607396929250101,0.0873320996761322,-6.332910537719727
107,Right,-0.41858145594596863,-1.0085196495056152,0.0861571654677391,0.8317514304975604,0.0861571654677391,-6.332910537719727
108,Left,0.2893389165401459,-1.3829386234283447,0.08733315765857697,0.8606937238995767,0.08733315765857697,-6.329061508178711
108,Right,-0.4185848832130432,-1.0085471868515015,0.08614549785852432,0.8314029342733651,0.08614549785852432,-6.329061508178711
109,Left,0.28946006298065186,-1.3829495906829834,0.08733410388231277,0.86006793132628,0.08733410388231277,-6.327472686767578
109,Right,-0.41876420378685,-1.0089342594146729,0.08614586293697357,0.8308749985223571,0.08614586293697357,-6.327472686767578
110,Left,0.28953874111175537,-1.3829327821731567,0.08733735233545303,0.8591536822137225,0.08733735233545303,-6.327482223510742
110,Right,-0.41906383633613586,-1.0094300508499146,0.08616387099027634,0.830078771254344,0.08616387099027634,-6.327482223510742
111,Left,0.28962671756744385,-1.3828885555267334,0.087339386343956,0.8582514592564447,0.087339386343956,-6.328583717346191
111,Right,-0.419414222240448,-1.0097297430038452,0.08617688715457916,0.8298048422248105,0.08617688715457916,-6.328583717346191
112,Left,0.2896232604980469,-1.382851243019104,0.08734117448329926,0.8571664064637229,0.08734117448329926,-6.330621242523193
112,Right,-0.41982483863830566,-1.0094530582427979,0.08621366322040558,0.8297542770546469,0.08621366322040558,-6.330621242523193
113,Left,0.28949999809265137,-1.3828023672103882,0.08734177052974701,0.8566105660323675,0.08734177052974701,-6.333347320556641
113,Right,-0.42013606429100037,-1.0097941160202026,0.08625834435224533,0.829864083911691,0.08625834435224533,-6.333347320556641
114,Left,0.2892592251300812,-1.3827505111694336,0.08734291791915894,0.8561126101909396,0.08734291791915894,-6.336266040802002
114,Right,-0.4198325574398041,-1.0097064971923828,0.08632257580757141,0.830105624023909,0.08632257580757141,-6.336266040802002
115,Left,0.28897741436958313,-1.3827030658721924,0.08734336495399475,0.8559418267283111,0.08734336495399475,-6.339681148529053
115,Right,-0.42010530829429626,-1.0093224048614502,0.08636234700679779,0.8305913056908457,0.08636234700679779,-6.339681148529053
116,Left,0.28876936435699463,-1.3826628923416138,0.08734405785799026,0.8557930771374518,0.08734405785799026,-6.342718601226807
